Merkez,Ünvanı,Adı,Soyadı,Anabilim Dalı,Bilim Dalı,YÖK ID,ResearcherID (Esas),ResearcherID (ikinci),ORCID (Esas),ORCID (ikinci),Scopus AuthorID,ScopusId (ikinci),ScopusId (üçüncü),ScopusId (dördüncü),ScopusId (beşinci),Pure adı
İzmir,Uzm. Dr.,Ali,BACANLI,Çocuk ve Ergen Ruh Sağlığı Hastalıkları,,,,,0000-0002-7264-1216,,57191075495,,,,,
Ankara,Prof. Dr.,Ayşe Tülin,GÜLEÇ,Dermatoloji,,A126DEEE40764162,,,0000-0003-0876-5561,,6701563394,6507491232,,,,
Ankara,Prof. Dr.,Deniz,SEÇKİN,Dermatoloji,,2C86F31E28D6B1E9,,,0000-0003-1913-9734,,6701530984,,,,,deniz-seckin
Adana,Prof. Dr.,Murat,DURDU,Dermatoloji,,221DEF40A351AE99,H-9068-2019,,0000-0003-1247-3932,,6506034975,,,,,murat-durdu
Ankara,Doç. Dr.,Nesibe Deren,ÖZCAN,Dermatoloji,,4EF1D0644DB3178E,,,0000-0002-7450-6886,,8612166700,55807922700,,,,nesibe-deren-ozcan
Alanya,Dr. Öğr. Üyesi Dr.,Çiçek,DURUSOY,Dermatoloji,,909807146E70D233,,,,,8582768100,,,,,
Ankara,Öğr. Gör. Dr.,Arzu,KARATAŞ,Dermatoloji,,207FB68B224F166C,,,0000-0002-6453-9799,,56235915200,55966444600,55700225400,,,
Ankara,Öğr. Gör. Dr.,Ayşe,TUNÇER VURAL,Dermatoloji,,2C63712DB8F3DBEA,,,0000-0001-8770-5721,,57203874054,,,,,
İzmir,Uzm. Dr. (Doç.),Hamdi,ÖZCAN,Dermatoloji,,,,,0000-0002-9017-0358,,7004464167,57196789814,,,,
Konya,Uzm. Dr.,Gülay,ÖZEL,Dermatoloji,,,,,,,,,,,,
Ankara,Uzm. Dr.,Mehtap,BOZKIR,Dermatoloji,,,,,,,24490539000,,,,,
Alanya,Uzm. Dr.,Cevdet,DOĞAN,Dermatoloji,,,,,,,,,,,,
Ankara,Uzm. Dr.,Cemile Tuğba,ALTUNEL,Dermatoloji,,,,,,,56297153800,,,,,
İzmir,Uzm. Dr.,Şeniz,DÖKMECİ,Dermatoloji,,,,,,,,,,,,
Adana,Uzm. Dr.,Ali Haydar,ESKİOCAK,Dermatoloji,,,,,,,57191838038,,,,,
Adana,Uzm. Dr.,Aydolu,ERYILMAZ,Dermatoloji,,,,,,,16635579600,,,,,
Ankara,Arş. Gör. Dr.,Seçil,YİGEN,Dermatoloji,,7490D571BED6CF17,,,,,,,,,,
Konya,Prof. Dr.,Hale,TURAN ÖZDEN,Enfeksiyon Hastalıkları ve Klinik Mikrobiyoloji,,57B23D2DECAC33C4,,,0000-0003-1359-6205,,8651321300,,,,,
Ankara,Prof. Dr.,Ayşe Hande,ARSLAN,Enfeksiyon Hastalıkları ve Klinik Mikrobiyoloji,,9395BAEFC9A8B634,,,0000-0002-5708-7915,,9133305000,56489973200,,,,ayse-hande-arslan
Ankara,Prof. Dr.,Özlem,AZAP,Enfeksiyon Hastalıkları ve Klinik Mikrobiyoloji,,FB931E7D241FDF06,,,0000-0002-3171-8926,,35567620500,57211664716,,,,ozlem-azap
Adana,Doç. Dr.,Yusuf Ziya,DEMİROĞLU,Enfeksiyon Hastalıkları ve Klinik Mikrobiyoloji,,86121DCD99C2DFD1,,,0000-0002-9866-2197,,8507176100,,,,,yusuf-ziya-demiroglu
Adana,Doç. Dr.,Ebru,ORUÇ KURŞUN,Enfeksiyon Hastalıkları ve Klinik Mikrobiyoloji,,2722E7A214CC4B82,,,,,55356654900,,,,,ebru-oruc-kursun
İstanbul,Öğr. Gör. Dr.,Melike Hamiyet,DEMİRKAYA,Enfeksiyon Hastalıkları ve Klinik Mikrobiyoloji,,A22E1676A9412DAC,,,0000-0002-4767-1536,,57201268744,55844875900,,,,
Ankara,Uzm. Dr.,Çiğdem,EROL,Enfeksiyon Hastalıkları ve Klinik Mikrobiyoloji,,,,,,,56386999200,,,,,
İstanbul,Uzm. Dr.,Yasemin,ŞAHİN,Enfeksiyon Hastalıkları ve Klinik Mikrobiyoloji,,,,,,,,,,,,
İzmir,Uzm. Dr.,Rıza,HAŞİMOĞLU,Enfeksiyon Hastalıkları ve Klinik Mikrobiyoloji,,,,,,,,,,,,
Ankara,Uzm. Dr.,Tuğba,YANIK YALÇIN,Enfeksiyon Hastalıkları ve Klinik Mikrobiyoloji,,,,,0000-0001-5996-8639,,57189712373,,,,,
Ankara,Uzm. Dr.,Nuran,SARI,Enfeksiyon Hastalıkları ve Klinik Mikrobiyoloji,,,,,0000-0002-3165-4520,,26645229200,57208497422,,,,
Alanya,Uzm. Dr.,Kutsal Evren,LÖKER,Enfeksiyon Hastalıkları ve Klinik Mikrobiyoloji,,,,,,,,,,,,
Adana,Prof. Dr.,Mehmet,ADAM,Fiziksel Tıp ve Rehabilitasyon,,65CAA63AC2209A99,,,0000-0002-9965-7939,,23092794800,,,,,mehmet-adam
Ankara,Prof. Dr.,Şehri,KILINÇ AYAŞ,Fiziksel Tıp ve Rehabilitasyon,,68986BCB829F305D,,,0000-0002-5078-6529,,15070600200,,,,,sehri-ayas
Adana,Prof. Dr.,Ümmühan Berrin,LEBLEBİCİ,Fiziksel Tıp ve Rehabilitasyon,,493449F72A8E8B84,,,,,55318743200,,,,,ummuhan-berrin-leblebici
Ankara,Prof. Dr.,Seyhan,SÖZAY,Fiziksel Tıp ve Rehabilitasyon,,ECC48FAA1659F1C0,,,0000-0002-8460-7699,,6603219354,,,,,
Ankara,Prof. Dr.,Nuri,ÇETİN,Fiziksel Tıp ve Rehabilitasyon,,966C7D7917AE2C7E,,,0000-0002-9950-8917,,10438953500,55855508500,,,,nuri-cetin
Ankara,Doç. Dr.,Sevgi,İKBALİ AFŞAR,Fiziksel Tıp ve Rehabilitasyon,,9530AF576037E5D0,,,0000-0002-4003-3646,,55758320600,57189697879,,,,
Ankara,Doç. Dr.,Oya,ÜMİT YEMİŞCİ,Fiziksel Tıp ve Rehabilitasyon,,39294652D32E6C46,,,0000-0002-0501-5127,,22956687800,51666194900,,,,oya-umit-yemisci
Ankara,Doç. Dr.,Sacide Nur,COŞAR SARAÇGİL,Fiziksel Tıp ve Rehabilitasyon,,5F382AF0D4776968,,,0000-0001-8306-463X,,28167841100,35751888000,57203749331,55634908100,42161992200,sacide-nur-cosar
İstanbul,Doç. Dr.,Pınar,DORUK ANALAN,Fiziksel Tıp ve Rehabilitasyon,,22F5A39EBE6A4479,,,0000-0002-3528-3712,,56928432500,,,,,pinar-doruk-analan
İzmir,Öğr. Gör. Dr.,Gözde,ÖZCAN SÖYLEV,Fiziksel Tıp ve Rehabilitasyon,,D46D03083518D99E,,,0000-0001-8742-5543,,57209173671,,,,,
Ankara,Öğr. Gör. Dr.,Hüma,BÖLÜK,Fiziksel Tıp ve Rehabilitasyon,,,,,0000-0001-6771-3265,,56565581900,,,,,
İzmir,Uzm. Dr. (Prof. Dr.),Ece,KAPTANOĞLU,Fiziksel Tıp ve Rehabilitasyon,,,,,0000-0001-8580-3635,,54890576200,7003545908,,,,
Konya,Uzm. Dr.,Ayşe Nur,TEKİN,Fiziksel Tıp ve Rehabilitasyon,,,,,,,,,,,,
Ankara,Uzm. Dr.,Selin,ÖZEN,Fiziksel Tıp ve Rehabilitasyon,,,,,0000-0002-7290-8558,,56102089900,,,,,
Konya,Uzm. Dr.,Şenay,KARTAL,Fiziksel Tıp ve Rehabilitasyon,,,,,,,35074285900,,,,,
Ankara,Uzm. Dr.,Şükran,GÜZEL,Fiziksel Tıp ve Rehabilitasyon,,,,,0000-0001-9852-0917,,57200881678,,,,,
Alanya,Uzm. Dr.,Özlem,AKAN,Fiziksel Tıp ve Rehabilitasyon,,,,,,,56581630200,,,,,
Ankara,Arş. Gör. Dr.,Nurlana,AKHUNDOVA ŞAHİNLİ,Fiziksel Tıp ve Rehabilitasyon,,2448EEFC4569A0EA,,,,,,,,,,
Ankara,Arş. Gör. Dr.,Doğan Can,ATAKAN,Fiziksel Tıp ve Rehabilitasyon,,CA51843B8E77B0B9,,,,,,,,,,
Ankara,Prof. Dr.,Müşerref Şule,AKÇAY,Göğüs Hastalıkları,,36B964122DEFF51D,,,0000-0002-8360-6459,0000-0001-7900-1353,55890626500,6603033383,7005771939,,,
Adana,Prof. Dr.,Nazan,ŞEN,Göğüs Hastalıkları,,A5093F4C3F8A1964,,,,,23013672600,,,,,
Ankara,Prof. Dr.,Ayşegül Füsun,ÖNER EYÜBOĞLU,Göğüs Hastalıkları,,A156CAA9894C9628,,,0000-0002-1137-7108,,6507816245,6507847981,6507875879,6506666008,,aysegul-fusun-eyuboglu
Ankara,Prof. Dr.,Şerife,SAVAŞ BOZBAŞ,Göğüs Hastalıkları,,8EE071D793C62ECB,,,0000-0002-7230-202X,,26530834800,16319532200,,,,serife-savas-bozbas
Ankara,Prof. Dr.,Gaye,ULUBAY,Göğüs Hastalıkları,,EC69C61E03A05272,,,0000-0003-2478-9985,,55886689000,12786783600,,,,gaye-ulubay
Ankara,Prof. Dr.,Ayşe Elif,KÜPELİ,Göğüs Hastalıkları,,43634BA56249F0DC,,,,,23389644800,,,,,ayse-elif-kupeli
İstanbul,Doç. Dr.,Dilaver,TAŞ,Göğüs Hastalıkları,,6ECA0CC83D939294,,,0000-0003-2785-2492,,23036998000,,,,,
İstanbul,Doç. Dr.,Aylin,ÖZSANCAK UĞURLU,Göğüs Hastalıkları,,AA5A4C1810D0AB30,,,0000-0003-3598-3986,,56262265400,,,,,aylin-ozsancak-ugurlu
Adana,Doç. Dr.,Mehmet Ali,HABEŞOĞLU,Göğüs Hastalıkları,,0D995FC50C2326AA,,,0000-0001-9136-355X,,57191287114,,,,,
Adana,Dr. Öğr. Üyesi Dr.,Sibel,KARA,Göğüs Hastalıkları,,BB737DEB82F28D98,,,,,57201275465,55180762100,,,,
Ankara,Dr. Öğr. Üyesi Dr.,Dorina,ESENDAĞLI,Göğüs Hastalıkları,,DECA051D91E4F99F,,,0000-0002-6619-2952,,57192201601,56010128300,,,,
Adana,Öğr. Gör. Dr.,Zühal,EKİCİ ÜNSAL,Göğüs Hastalıkları,,99FD2D3A7968A2E0,,,0000-0003-3225-2686,,25951319200,57210716193,,,,
Ankara,Uzm. Dr.,Gülbahar,DARILMAZ YÜCE,Göğüs Hastalıkları,,,,,,,23033803100,,,,,
İzmir,Uzm. Dr.,Merda,ERDEMİR IŞIK,Göğüs Hastalıkları,,,,,0000-0003-0470-1691,,56184338000,,,,,
Alanya,Uzm. Dr.,Ali  Rıza,MERAL,Göğüs Hastalıkları,,,,,,,57189606838,,,,,
Konya,Uzm. Dr.,Şerife,TORUN,Göğüs Hastalıkları,,,,,,,55552955300,,,,,
Alanya,Uzm. Dr.,Ebru,KABACAOĞLU,Göğüs Hastalıkları,,,,,,,,,,,,
İzmir,Uzm. Dr.,Birsen,ŞAHİN SATILMIŞ,Göğüs Hastalıkları,,,,,0000-0002-9521-5914,,56080428500,,,,,
Ankara,Prof. Dr.,Ayşe Nurdagül,AKIN,Halk Sağlığı,,CC2025D011C5778E,,,0000-0003-2379-3325,,36884153100,7006429007,,,,
Ankara,Prof. Dr.,Recep,AKDUR,Halk Sağlığı,,EF19976B3BB83B37,,,0000-0002-9766-1117,,23983998200,,,,,
Ankara,Prof. Dr.,Hediye Seval,AKGÜN,Halk Sağlığı,,C6C5400625B059EA,,,0000-0001-6104-7636,,7003947135,7003587990,,,,
Ankara,Prof. Dr.,Rengin,ERDAL,Halk Sağlığı,,15F704C2CCD2BF14,,,0000-0002-7329-7576,,6603569442,,,,,rengin-erdal
Ankara,Dr. Öğr. Üyesi Dr.,Cihangir,ÖZCAN,Halk Sağlığı,,8571548D754A30A1,,,0000-0001-7220-7244,,19640621500,55238899700,,,,
Ankara,Dr. Öğr. Üyesi Dr.,Sare,MIHCIOKUR,Halk Sağlığı,,A8B44F69718464B6,,,0000-0001-7660-8790,,55324211100,,,,,
Ankara,Dr. Öğr. Üyesi Dr.,Elif,DURUKAN,Halk Sağlığı,,360203EAB47BEA1D,,,0000-0002-8579-5564,,15020210800,,,,,elif-durukan
Ankara,Öğr. Gör. Dr.,Ümmühan Nihal,BİLGİLİ AYKUT,Halk Sağlığı,,8E34DDF43227ADD9,,,0000-0003-4966-2112,,35619450800,,,,,
Ankara,Arş. Gör. Dr.,Öykü Su,TULUMTAŞ,Halk Sağlığı,,,,,,,,,,,,
Ankara,Arş. Gör. Dr.,Çağlar,FİDAN,Halk Sağlığı,,AA464D7F9526C3A7,,,,,,,,,,
Ankara,Arş. Gör. Dr.,Ecenur,TOPAL,Halk Sağlığı,,611460F5B1213C07,,,,,,,,,,
Ankara,Arş. Gör. Dr.,Hüseyin,ÖRÜN,Halk Sağlığı,,,,,,,,,,,,
Ankara,Öğr. Gör.,Ezgi,TÜRKÇELİK,Halk Sağlığı,,74A529C724A79508,,,,,57206698854,,,,,
Konya,Öğr. Gör. Dr.,Nesrin,DOĞAN DEDE,İç Hastalıkları,,963B48076DE2EEED,,,,,,,,,,
Alanya,Uzm. Dr.,Mehmet Fatih,DEMİRCİ,İç Hastalıkları,,,,,,,57198197801,,,,,
İstanbul,Uzm. Dr.,Ergün,ŞİMŞEK,İç Hastalıkları,,,,,,,57104820400,,,,,
Adana,Uzm. Dr.,Ayşenur,UÇAR,İç Hastalıkları,,,,,,,55611918900,,,,,
Adana,Uzm. Dr.,Hatice,ÇALIŞOĞLU DEĞİŞMEZ,İç Hastalıkları,,,,,,,,,,,,
Alanya,Uzm. Dr.,Mehmet Emin,ÇAPAK,İç Hastalıkları,,,,,,,23026789200,,,,,
Ankara,Uzm. Dr.,Nurcahan,MUSAYEVA,İç Hastalıkları,,,,,,,,,,,,
İzmir,Uzm. Dr.,Özkan,DÜZÇEKER,İç Hastalıkları,,,,,,,57191477763,,,,,
Konya,Uzm. Dr.,Sedat,YÜKSEL,İç Hastalıkları,,,,,,,,,,,,
İzmir,Uzm. Dr.,Mustafa Aydın,DİNÇER,İç Hastalıkları,,,,,,,,,,,,
İzmir,Uzm. Dr.,Cem,CANKURTARAN,İç Hastalıkları,,,,,,,85007394314,,,,,
Adana,Uzm. Dr.,Sevgi,AYDOĞDUOĞLU,İç Hastalıkları,,,,,,,,,,,,
İstanbul,Uzm. Dr.,Ayla,ÇATAN,İç Hastalıkları,,,,,,,,,,,,
Ankara,Arş. Gör. Dr.,Kübra,YILDIZ CÖMERT,İç Hastalıkları,,A3F7A6C2F33757BA,,,,,,,,,,
Ankara,Arş. Gör. Dr.,Mesut Buğra,HATİPOĞLU,İç Hastalıkları,,,,,,,,,,,,
Ankara,Arş. Gör. Dr.,Pırıl,BÜYÜKAŞIK,İç Hastalıkları,,2601F3C8DFDA202B,,,,,,,,,,
Ankara,Arş. Gör. Dr.,Yaşar Ozan,SARAÇOĞLU,İç Hastalıkları,,199F1B590A84987E,,,,,,,,,,
Ankara,Arş. Gör. Dr.,Melikcan,ŞAHİN,İç Hastalıkları,,F0972DCDE7A95C9C,,,,,,,,,,
Ankara,Arş. Gör. Dr.,Zumrud,MEHTİ,İç Hastalıkları,,22C80F051E25C790,,,,,,,,,,
Ankara,Arş. Gör. Dr.,Özgün,ÇİÇEK,İç Hastalıkları,,,,,,,,,,,,
Ankara,Arş. Gör. Dr.,Tülin,IŞIK,İç Hastalıkları,,,,,,,,,,,,
Ankara,Arş. Gör. Dr.,Mıhuna,IBRAHIM,İç Hastalıkları,,,,,,,,,,,,
Ankara,Arş. Gör. Dr.,Aydan,FARZALIYEVA,İç Hastalıkları,,BF5E162D6F02BDEF,,,,,,,,,,
Ankara,Arş. Gör. Dr.,Korhan,TEK,İç Hastalıkları,,288F8F7155AF1AF7,,,,,,,,,,
Ankara,Arş. Gör. Dr.,İrem,KURT,İç Hastalıkları,,,,,,,,,,,,
Ankara,Arş. Gör. Dr.,Matin,ISKANDAROV,İç Hastalıkları,,,,,,,,,,,,
Ankara,Arş. Gör. Dr.,Cemre,GÜNDÜZ,İç Hastalıkları,,0C660F972FB25008,,,0000-0002-7095-0197,,,,,,,
Ankara,Arş. Gör. Dr.,Cemile Cansu,ALPEREN,İç Hastalıkları,,9C0BEE4606F8CA5F,,,,,,,,,,
Ankara,Arş. Gör. Dr.,Masud,YUSİFOV,İç Hastalıkları,,CBB4030B40339C16,,,,,,,,,,
Ankara,Arş. Gör. Dr.,Serhat,OK,İç Hastalıkları,,,,,,,,,,,,
Ankara,Prof. Dr.,Neslihan,BAŞÇIL TÜTÜNCÜ,İç Hastalıkları,Endokrinoloji ve Metabolizma,87D2C0F99F64F9E3,,,0000-0002-1816-3903,,6506456002,,,,,neslihan-bascıl-tutuncu
Ankara,Prof. Dr.,Aslı,NAR,İç Hastalıkları,Endokrinoloji ve Metabolizma,5A6E9A137B38E6D2,,,0000-0003-0998-8388,,6506560577,,,,,aslı-nar
Adana,Prof. Dr.,Melek Eda,ERTÖRER,İç Hastalıkları,Endokrinoloji ve Metabolizma,30194385EB9E81C9,,,0000-0001-7357-8709,,6507159846,,,,,melek-eda-ertorer
Ankara,Doç. Dr.,Özlem,TURHAN İYİDİR,İç Hastalıkları,Endokrinoloji ve Metabolizma,4F8D5BE58B67FD58,,,0000-0001-5305-6807,0000-0002-5717-4402,18038717100,,,,,
Adana,Doç. Dr.,Okan Sefa,BAKINER,İç Hastalıkları,Endokrinoloji ve Metabolizma,3CCF2F00085A7036,,,0000-0001-9038-8376,0000-0003-3166-5032,14631669100,,,,,okan-sefa-bakıner
Ankara,Dr. Öğr. Üyesi Dr.,Yusuf,BOZKUŞ,İç Hastalıkları,Endokrinoloji ve Metabolizma,5E54532069C178B1,,,0000-0002-6976-6659,,15061081500,,,,,
Adana,Dr. Öğr. Üyesi Dr.,Gülay,ŞİMŞEK BAĞIR,İç Hastalıkları,Endokrinoloji ve Metabolizma,153FE29A11424A99,,,0000-0001-5747-407X,,,,,,,
Adana,Öğr. Gör. Dr.(Doç.),Filiz,EKŞİ HAYDARDEDEOĞLU,İç Hastalıkları,Endokrinoloji ve Metabolizma,C16587011AA33921,,,0000-0002-0179-9673,,55879039500,,,,,
İstanbul,Uzm. Dr. (Doç.),Şule,TEMİZKAN,İç Hastalıkları,Endokrinoloji ve Metabolizma,,P-3632-2016,,0000-0002-0450-755X,,36644952300,,,,,
İstanbul,Uzm. Dr. (Doç.),Başak,KARBEK BAYRAKTAR,İç Hastalıkları,Endokrinoloji ve Metabolizma,,,,0000-0003-1498-9924,,26767777200,56313623600,,,,
Ankara,Uzm. Dr.,Nazlı,GÜLSOY KIRNAP,İç Hastalıkları,Endokrinoloji ve Metabolizma,,,,0000-0001-7103-9963,,54580899900,,,,,
İzmir,Uzm. Dr.,Gökçen,ÜNAL KOCABAŞ,İç Hastalıkları,Endokrinoloji ve Metabolizma,,,,0000-0002-1849-3179,,57189902539,,,,,
Ankara,Arş. Gör. (Uzm.) Dr.,Feride Pınar,ALTAY,İç Hastalıkları,Endokrinoloji ve Metabolizma,0DFF72B0CF2C5903,,,0000-0002-6790-3031,,,,,,,
Konya,Prof. Dr.,Hüseyin Savaş,GÖKTÜRK,İç Hastalıkları,Gastroenteroloji,B27AA988AF8BE1E7,,,0000-0003-2904-0471,,16028620600,,,,,
Ankara,Prof. Dr.,Fatih,HİLMİOĞLU,İç Hastalıkları,Gastroenteroloji,2711624F5DD21E35,,,,,6603865122,,,,,
Adana,Prof. Dr.,Ender,SERİN,İç Hastalıkları,Gastroenteroloji,B07E1010D9FB1C6A,,,0000-0002-0138-6107,,7004054394,,,,,ender-serin
Ankara,Prof. Dr.,Ahmet Sedat,BOYACIOĞLU,İç Hastalıkları,Gastroenteroloji,3931083AA13D45D9,,,0000-0002-9370-1126,,7005916661,56624572500,,,,ahmet-sedat-boyacioglu
İstanbul,Prof. Dr.,Nurten,SAVAŞ,İç Hastalıkları,Gastroenteroloji,DAE245CF166927A1,,,0000-0003-4278-992X,,14032244900,16201908000,,,,
Adana,Prof. Dr.,Birol,ÖZER,İç Hastalıkları,Gastroenteroloji,AAF5070EC32A3B04,,,0000-0001-8154-5229,,35796175800,7004087926,,,,
Ankara,Prof. Dr.,Ülkü,DAĞLI,İç Hastalıkları,Gastroenteroloji,F465BB93D5B6745F,S-4068-2018,,0000-0003-0664-0976,,7003704948,,,,,ulku-dagli
Ankara,Prof. Dr.,Haldun,SELÇUK,İç Hastalıkları,Gastroenteroloji,358B6638C57F9334,,,0000-0002-8445-6413,,11540741600,,,,,haldun-selcuk
Konya,Doç. Dr.,Gülhan,KANAT ÜNLER,İç Hastalıkları,Gastroenteroloji,2FB3FE00187FADA7,,,0000-0003-0182-002X,,22939340600,54782800500,,,,
Ankara,Dr. Öğr. Üyesi Dr.(Doç.),Nuretdin,SUNA,İç Hastalıkları,Gastroenteroloji,01A86174E42C1CD5,,,0000-0001-6234-7788,,55470558900,,,,,
İzmir,Dr. Öğr. Üyesi Dr.,Arzu,ÇELEBİ KOBAK,İç Hastalıkları,Gastroenteroloji,E730CD288382ADA0,,,,,55663050200,,,,,
Adana,Öğr. Gör. Dr.,Filiz,ARAZ,İç Hastalıkları,Gastroenteroloji,E87144C16EF1BA81,,,,,23396128300,,,,,
Adana,Öğr. Gör. Dr.,Barış,SOYDAŞ,İç Hastalıkları,Gastroenteroloji,6C050863860A8E29,,,0000-0002-9558-690X,,8530556400,,,,,
Alanya,Uzm. Dr.,Mustafa,ERBAYRAK,İç Hastalıkları,Gastroenteroloji,,,,,,6508177187,,,,,
Ankara,Uzm. Dr.,Diğdem,ÖZER ETİK,İç Hastalıkları,Gastroenteroloji,,,,0000-0002-4724-0728,,45661509200,,,,,
Ankara,Doç. Dr.,Ali Kemal,OĞUZ,İç Hastalıkları,Genel Dahiliye,DD4DA99688A4A0BA,,,0000-0002-3939-2924,,57214422164,57164735500,,,,
Ankara,Prof. Dr.,Hüseyin,DORUK,İç Hastalıkları,Geriatri,300BAC237606EE1A,,,0000-0003-3534-2628,,6602259321,,,,,
Adana,Prof. Dr.,Hakan,ÖZDOĞU,İç Hastalıkları,Hematoloji,16113A3502A0F320,,,0000-0002-8902-1283,,55886203800,,,,,hakan-ozdogu
Adana,Prof. Dr.,Can,BOĞA,İç Hastalıkları,Hematoloji,BDF1D36A89DA0226,,,0000-0002-9680-1958,,56187700100,9636735500,57213080744,,,can-boga
Ankara,Prof. Dr.,Sema,KARAKUŞ,İç Hastalıkları,Hematoloji,6296F048D32959F5,W-9092-2019,,0000-0001-7615-4581,,6701878124,,,,,sema-karakus
İzmir,Doç. Dr.,Ali,KUTLUCAN,İç Hastalıkları,Hematoloji,B98022A80B2DF2F9,,,,,15765418700,57209302741,,,,
Adana,Doç. Dr.,Mahmut,YERAL,İç Hastalıkları,Hematoloji,4721D6F956115C6A,,,0000-0002-9580-628X,,16044086000,,,,,mahmut-yeral
Ankara,Doç. Dr.,Ebru,KOCA,İç Hastalıkları,Hematoloji,DF14BE53FECF777F,W-8713-2019,,0000-0002-7566-4456,,11338973300,57213722715,,,,
Adana,Dr. Öğr. Üyesi Dr.(Doç.),Nurhilal,BÜYÜKKURT,İç Hastalıkları,Hematoloji,6A5E81782B1B929E,,,0000-0002-0895-4787,,56196772400,14832003200,56293250700,,,
İstanbul,Dr. Öğr. Üyesi Dr.(Doç.),Figen,ATALAY,İç Hastalıkları,Hematoloji,F8B24D743507F7DC,,,0000-0003-4384-2913,,57200995771,,,,,
Adana,Dr. Öğr. Üyesi Dr.,Mutlu,KASAR,İç Hastalıkları,Hematoloji,186EB5EC5E116E8D,,,0000-0003-3856-7005,,26642113500,,,,,mutlu-kasar
Ankara,Öğr. Gör. Dr.,Deniz,ARICA,İç Hastalıkları,Hematoloji,76A0B7EE30F42533,,,0000-0001-8076-1704,,,,,,,
Ankara,Uzm. Dr. (Prof. Dr.),Şahika Zeynep,AKİ,İç Hastalıkları,Hematoloji,,,,0000-0002-3068-5085,,22955512800,56198122900,35739736500,57212771277,57212771274,
Adana,Uzm. Dr.,Cem,KİS,İç Hastalıkları,Hematoloji,,,,0000-0001-7423-7180,,24484847800,,,,,
Adana,Uzm. Dr.,Pelin,YILDIRIM AYTAN,İç Hastalıkları,Hematoloji,,,,,,,,,,,
Ankara,Prof. Dr.,Uğur Hacı,MUŞABAK,İç Hastalıkları,İmmünoloji ve Alerji,3F8FFEFCC0B7BC45,,,0000-0003-1511-7634,,6507293910,55872213000,,,,
Ankara,Uzm. Dr.,Tuba,ERDOĞAN,İç Hastalıkları,İmmünoloji ve Alerji,,,,0000-0002-3143-2442,,56982697800,,,,,
Ankara,Prof. Dr.,Turan,ÇOLAK,İç Hastalıkları,Nefroloji,411988C69D622536,,,0000-0002-8372-7840,,7006398780,,,,,turan-colak
Adana,Prof. Dr.,Hasan,MİCOZKADIOĞLU,İç Hastalıkları,Nefroloji,F8FB0CAA236429AD,,,0000-0001-5142-5672,,56047123300,57210633589,6603645169,,,
Ankara,Prof. Dr.,Fatma Nurhan,ÖZDEMİR ACAR,İç Hastalıkları,Nefroloji,B76341D57A01273E,,,0000-0002-5682-0943,,35595873600,56841277700,,,,fatma-nurhan-ozdemir-acar
İstanbul,Prof. Dr.,Eyyüp,KÜLAH,İç Hastalıkları,Nefroloji,D37E556737870B7C,,,0000-0001-6041-4254,,6507175117,,,,,
Adana,Prof. Dr.,Dilek,TORUN,İç Hastalıkları,Nefroloji,3727244795B3224F,,,0000-0002-6267-3695,,8724542800,,,,,dilek-torun
Alanya,Prof. Dr.,Gültekin,GENÇTOY,İç Hastalıkları,Nefroloji,3A636CCA680F7646,,,0000-0002-0602-9205,,8582763600,,,,,gultekin-genctoy
Adana,Doç. Dr.,Rüya,ÖZELSANCAK,İç Hastalıkları,Nefroloji,5F9E442BFC421420,,,0000-0002-0788-8319,,16310722900,,,,,ruya-ozelsancak
Ankara,Doç. Dr.,Cihat Burak,SAYIN,İç Hastalıkları,Nefroloji,AA8EFC362DA2A7EB,,,,,23482501600,56668579600,,,,
Konya,Dr. Öğr. Üyesi Dr.(Doç.),Öznur,KAL,İç Hastalıkları,Nefroloji,9777737C9064B535,,,0000-0002-7751-4961,,55649883800,,,,,
Adana,Dr. Öğr. Üyesi Dr.,Nihan,TEKKARIŞMAZ,İç Hastalıkları,Nefroloji,DBD339F3A6E0D027,,,0000-0001-7631-7395,,57193457479,,,,,
Ankara,Uzm. Dr.,Didem,TURGUT,İç Hastalıkları,Nefroloji,,,,,,35119745700,,,,,
İzmir,Uzm. Dr.,Ayşe Gül,TEMİZKAN KIRKAYAK,İç Hastalıkları,Nefroloji,,,,0000-0002-9116-374X,,,,,,,
Ankara,Uzm. Dr.,Şiyar,ERDOĞMUŞ,İç Hastalıkları,Nefroloji,,,,0000-0003-3787-6754,,55669589000,,,,,
Ankara,Uzm. Dr.,Zeynep,KENDİ ÇELEBİ,İç Hastalıkları,Nefroloji,,,,0000-0003-3279-9796,,55920736900,56410921700,,,,
Ankara,Prof. Dr.,Ahmet Eftal,YÜCEL,İç Hastalıkları,Romatoloji,B9E1F251726A5DF7,F-8858-2011,,0000-0002-4860-9072,,35961325100,7005217057,,,,ahmet-eftal-yucel
Ankara,Doç. Dr.,Berivan,BİTİK,İç Hastalıkları,Romatoloji,72BF99EF577362D2,,,0000-0001-5803-915X,,26030224500,,,,,
Adana,Öğr. Gör. Dr.,Müge,AYDIN TUFAN,İç Hastalıkları,Romatoloji,C31E1A2F35CDF4A9,,,0000-0002-2686-9762,,56239793900,57202464634,,,,
İstanbul,Öğr. Gör. Dr.,Derya,KAŞKARİ,İç Hastalıkları,Romatoloji,635522A8ADE7C2B3,,,0000-0002-0125-8746,,55628780900,,,,,
